ID,LONG_AXIS,PIXEL_SCALE,ROUNDNESS,SHORT_AXIS,SURFACE,VOLUME
4378,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4379,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4380,1.9565595,9.0420000,0.66520270,1.3015087,8.0000000,10.412069
4381,1.5811388,9.0420000,1.0185916,1.6105348,8.0000000,12.884278
4382,1.5000000,9.0420000,1.1317685,1.6976527,8.0000000,13.581222
4383,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4384,2.2534695,9.0420000,0.50146050,1.1300260,8.0000000,9.0402077
4385,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4386,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4387,2.2222222,9.0420000,0.58011977,1.2891550,9.0000000,11.602395
4388,2.9074258,9.0420000,0.60249413,1.7517070,16.000000,28.027312
4389,1.8223577,9.0420000,0.86263162,1.5720234,9.0000000,14.148211
4390,1.6441183,9.0420000,0.94205007,1.5488418,8.0000000,12.390734
4391,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4392,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4393,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4394,3.9907739,9.0420000,0.45968859,1.8345132,23.000000,42.193804
4395,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4396,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4397,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4398,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4399,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4400,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4401,3.5698409,9.0420000,0.52453165,1.8724945,21.000000,39.322385
4402,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4403,1.5971914,9.0420000,0.87344233,1.3950546,7.0000000,9.7653821
4404,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4405,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4406,1.8000000,9.0420000,0.98243792,1.7683883,10.000000,17.683883
4407,1.8788294,9.0420000,0.90172772,1.6941926,10.000000,16.941926
4408,2.3178544,9.0420000,0.82947989,1.9226136,14.000000,26.916591
4409,1.9565595,9.0420000,0.66520270,1.3015087,8.0000000,10.412069
4410,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4411,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4412,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4413,1.5365907,9.0420000,0.80888159,1.2429200,6.0000000,7.4575198
4414,1.8000000,9.0420000,0.98243792,1.7683883,10.000000,17.683883
4415,1.8027756,9.0420000,0.97941503,1.7656656,10.000000,17.656656
4416,1.5365907,9.0420000,0.80888159,1.2429200,6.0000000,7.4575198
4417,2.2798094,9.0420000,0.55118268,1.2565914,9.0000000,11.309323
4418,1.5811388,9.0420000,1.5278875,2.4158022,12.000000,28.989626
4419,1.9846349,9.0420000,0.56570099,1.1227099,7.0000000,7.8589693
4420,2.3353975,9.0420000,0.81706485,1.9081712,14.000000,26.714397
4421,1.8027756,9.0420000,0.97941503,1.7656656,10.000000,17.656656
4422,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4423,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4424,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4425,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4426,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4427,1.5452363,9.0420000,0.93316488,1.4419602,7.0000000,10.093721
4428,1.7159384,9.0420000,0.64863147,1.1130116,6.0000000,6.6780697
4429,1.4142136,9.0420000,1.1140846,1.5755536,7.0000000,11.028875
4430,1.6703663,9.0420000,1.0267607,1.7150664,9.0000000,15.435597
4431,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4432,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4433,3.9808214,9.0420000,0.28121131,1.1194520,14.000000,15.672328
4434,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4435,1.5000000,9.0420000,1.1317685,1.6976527,8.0000000,13.581222
4436,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4437,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4438,2.3021729,9.0420000,0.60058469,1.3826498,10.000000,13.826498
4439,1.4142136,9.0420000,1.1140846,1.5755536,7.0000000,11.028875
4440,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4441,1.7202278,9.0420000,0.75296752,1.2952757,7.0000000,9.0669297
4442,1.5971914,9.0420000,0.87344233,1.3950546,7.0000000,9.7653821
